FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,YEAR,WEATHER_CONDITION,INJURIES_TOTAL
ANGLE,NOT DIVIDED,2022,SLEET/HAIL,5
ANGLE,NOT DIVIDED,2022,SNOW,175
ANGLE,NOT DIVIDED,2022,UNKNOWN,192
ANGLE,NOT DIVIDED,2023,BLOWING SNOW,3
ANGLE,NOT DIVIDED,2023,CLEAR,2352
ANGLE,NOT DIVIDED,2023,CLOUDY/OVERCAST,108
ANGLE,NOT DIVIDED,2023,FOG/SMOKE/HAZE,6
ANGLE,NOT DIVIDED,2023,FREEZING RAIN/DRIZZLE,5
ANGLE,NOT DIVIDED,2023,OTHER,4
ANGLE,NOT DIVIDED,2023,RAIN,277
ANGLE,NOT DIVIDED,2023,SLEET/HAIL,2
ANGLE,NOT DIVIDED,2023,SNOW,66
ANGLE,NOT DIVIDED,2023,UNKNOWN,187
ANGLE,NOT REPORTED,2019,CLEAR,17
ANGLE,NOT REPORTED,2019,CLOUDY/OVERCAST,2
ANGLE,NOT REPORTED,2019,RAIN,5
ANGLE,NOT REPORTED,2020,CLEAR,24
ANGLE,NOT REPORTED,2020,RAIN,5
ANGLE,NOT REPORTED,2021,CLEAR,43
ANGLE,NOT REPORTED,2021,CLOUDY/OVERCAST,2
ANGLE,NOT REPORTED,2021,OTHER,1
ANGLE,NOT REPORTED,2021,RAIN,7
ANGLE,NOT REPORTED,2021,SNOW,2
ANGLE,NOT REPORTED,2021,UNKNOWN,1
ANGLE,NOT REPORTED,2022,CLEAR,45
ANGLE,NOT REPORTED,2022,CLOUDY/OVERCAST,4
ANGLE,NOT REPORTED,2022,FOG/SMOKE/HAZE,1
ANGLE,NOT REPORTED,2022,OTHER,1
ANGLE,NOT REPORTED,2022,RAIN,5
ANGLE,NOT REPORTED,2022,SNOW,4
ANGLE,NOT REPORTED,2022,UNKNOWN,3
ANGLE,NOT REPORTED,2023,CLEAR,50
ANGLE,NOT REPORTED,2023,CLOUDY/OVERCAST,2
ANGLE,NOT REPORTED,2023,RAIN,4
ANGLE,NOT REPORTED,2023,SNOW,1
ANGLE,NOT REPORTED,2023,UNKNOWN,6
ANGLE,ONE-WAY,2015,CLEAR,70
ANGLE,ONE-WAY,2015,CLOUDY/OVERCAST,1
ANGLE,ONE-WAY,2015,RAIN,10
ANGLE,ONE-WAY,2015,SNOW,2
ANGLE,ONE-WAY,2015,UNKNOWN,2
ANGLE,ONE-WAY,2016,CLEAR,311
ANGLE,ONE-WAY,2016,CLOUDY/OVERCAST,16
ANGLE,ONE-WAY,2016,RAIN,40
ANGLE,ONE-WAY,2016,SLEET/HAIL,2
ANGLE,ONE-WAY,2016,SNOW,25
ANGLE,ONE-WAY,2016,UNKNOWN,7
ANGLE,ONE-WAY,2017,CLEAR,642
ANGLE,ONE-WAY,2017,CLOUDY/OVERCAST,28
ANGLE,ONE-WAY,2017,FOG/SMOKE/HAZE,1
ANGLE,ONE-WAY,2017,RAIN,77
ANGLE,ONE-WAY,2017,SLEET/HAIL,5
ANGLE,ONE-WAY,2017,SNOW,29
ANGLE,ONE-WAY,2017,UNKNOWN,14
ANGLE,ONE-WAY,2018,CLEAR,933
ANGLE,ONE-WAY,2018,CLOUDY/OVERCAST,47
ANGLE,ONE-WAY,2018,FOG/SMOKE/HAZE,8
ANGLE,ONE-WAY,2018,OTHER,4
ANGLE,ONE-WAY,2018,RAIN,126
ANGLE,ONE-WAY,2018,SLEET/HAIL,3
ANGLE,ONE-WAY,2018,SNOW,44
ANGLE,ONE-WAY,2018,UNKNOWN,19
ANGLE,ONE-WAY,2019,CLEAR,618
ANGLE,ONE-WAY,2019,CLOUDY/OVERCAST,32
ANGLE,ONE-WAY,2019,FOG/SMOKE/HAZE,2
ANGLE,ONE-WAY,2019,OTHER,4
ANGLE,ONE-WAY,2019,RAIN,71
ANGLE,ONE-WAY,2019,SLEET/HAIL,3
ANGLE,ONE-WAY,2019,SNOW,55
ANGLE,ONE-WAY,2019,UNKNOWN,14
ANGLE,ONE-WAY,2020,CLEAR,450
ANGLE,ONE-WAY,2020,CLOUDY/OVERCAST,12
ANGLE,ONE-WAY,2020,FREEZING RAIN/DRIZZLE,1
ANGLE,ONE-WAY,2020,OTHER,3
ANGLE,ONE-WAY,2020,RAIN,63
ANGLE,ONE-WAY,2020,SNOW,21
ANGLE,ONE-WAY,2020,UNKNOWN,13
ANGLE,ONE-WAY,2021,CLEAR,522
ANGLE,ONE-WAY,2021,CLOUDY/OVERCAST,33
ANGLE,ONE-WAY,2021,FREEZING RAIN/DRIZZLE,3
ANGLE,ONE-WAY,2021,OTHER,3
ANGLE,ONE-WAY,2021,RAIN,39
ANGLE,ONE-WAY,2021,SLEET/HAIL,1
ANGLE,ONE-WAY,2021,SNOW,33
ANGLE,ONE-WAY,2021,UNKNOWN,16
ANGLE,ONE-WAY,2022,CLEAR,488
ANGLE,ONE-WAY,2022,CLOUDY/OVERCAST,26
ANGLE,ONE-WAY,2022,FREEZING RAIN/DRIZZLE,3
ANGLE,ONE-WAY,2022,OTHER,3
ANGLE,ONE-WAY,2022,RAIN,49
ANGLE,ONE-WAY,2022,SLEET/HAIL,2
ANGLE,ONE-WAY,2022,SNOW,26
ANGLE,ONE-WAY,2022,UNKNOWN,28
ANGLE,ONE-WAY,2023,CLEAR,359
ANGLE,ONE-WAY,2023,CLOUDY/OVERCAST,13
ANGLE,ONE-WAY,2023,FOG/SMOKE/HAZE,1
ANGLE,ONE-WAY,2023,FREEZING RAIN/DRIZZLE,3
ANGLE,ONE-WAY,2023,RAIN,44
ANGLE,ONE-WAY,2023,SNOW,14
ANGLE,ONE-WAY,2023,UNKNOWN,28
ANGLE,OTHER,2015,CLEAR,56
ANGLE,OTHER,2015,CLOUDY/OVERCAST,3
ANGLE,OTHER,2015,RAIN,11
ANGLE,OTHER,2015,SNOW,4
ANGLE,OTHER,2015,UNKNOWN,1
ANGLE,OTHER,2016,CLEAR,241
ANGLE,OTHER,2016,CLOUDY/OVERCAST,6
ANGLE,OTHER,2016,OTHER,2
ANGLE,OTHER,2016,RAIN,28
ANGLE,OTHER,2016,SNOW,11
ANGLE,OTHER,2016,UNKNOWN,8
ANGLE,OTHER,2017,CLEAR,418
ANGLE,OTHER,2017,CLOUDY/OVERCAST,15
ANGLE,OTHER,2017,FOG/SMOKE/HAZE,2
ANGLE,OTHER,2017,OTHER,3
ANGLE,OTHER,2017,RAIN,59
ANGLE,OTHER,2017,SEVERE CROSS WIND GATE,2
ANGLE,OTHER,2017,SNOW,10
ANGLE,OTHER,2017,UNKNOWN,11
ANGLE,OTHER,2018,CLEAR,689
ANGLE,OTHER,2018,CLOUDY/OVERCAST,31
ANGLE,OTHER,2018,FOG/SMOKE/HAZE,3
ANGLE,OTHER,2018,OTHER,7
ANGLE,OTHER,2018,RAIN,70
ANGLE,OTHER,2018,SLEET/HAIL,2
ANGLE,OTHER,2018,SNOW,32
ANGLE,OTHER,2018,UNKNOWN,16
ANGLE,OTHER,2019,CLEAR,291
ANGLE,OTHER,2019,CLOUDY/OVERCAST,14
ANGLE,OTHER,2019,FREEZING RAIN/DRIZZLE,1
ANGLE,OTHER,2019,OTHER,4
ANGLE,OTHER,2019,RAIN,33
ANGLE,OTHER,2019,SEVERE CROSS WIND GATE,1
ANGLE,OTHER,2019,SLEET/HAIL,2
ANGLE,OTHER,2019,SNOW,20
ANGLE,OTHER,2019,UNKNOWN,9
ANGLE,OTHER,2020,BLOWING SNOW,1
ANGLE,OTHER,2020,CLEAR,182
ANGLE,OTHER,2020,CLOUDY/OVERCAST,12
ANGLE,OTHER,2020,FOG/SMOKE/HAZE,1
ANGLE,OTHER,2020,FREEZING RAIN/DRIZZLE,1
ANGLE,OTHER,2020,RAIN,14
ANGLE,OTHER,2020,SLEET/HAIL,1
ANGLE,OTHER,2020,SNOW,4
ANGLE,OTHER,2020,UNKNOWN,5
ANGLE,OTHER,2021,CLEAR,222
ANGLE,OTHER,2021,CLOUDY/OVERCAST,8
ANGLE,OTHER,2021,OTHER,3
ANGLE,OTHER,2021,RAIN,12
ANGLE,OTHER,2021,SNOW,10
ANGLE,OTHER,2021,UNKNOWN,11
ANGLE,OTHER,2022,CLEAR,229
ANGLE,OTHER,2022,CLOUDY/OVERCAST,4
ANGLE,OTHER,2022,OTHER,3
ANGLE,OTHER,2022,RAIN,20
ANGLE,OTHER,2022,SNOW,10
ANGLE,OTHER,2022,UNKNOWN,20
ANGLE,OTHER,2023,CLEAR,156
ANGLE,OTHER,2023,CLOUDY/OVERCAST,6
ANGLE,OTHER,2023,OTHER,1
ANGLE,OTHER,2023,RAIN,17
ANGLE,OTHER,2023,SNOW,3
ANGLE,OTHER,2023,UNKNOWN,18
ANGLE,PARKING LOT,2015,CLEAR,151
ANGLE,PARKING LOT,2015,CLOUDY/OVERCAST,6
ANGLE,PARKING LOT,2015,OTHER,2
ANGLE,PARKING LOT,2015,RAIN,12
ANGLE,PARKING LOT,2015,SNOW,5
ANGLE,PARKING LOT,2015,UNKNOWN,15
ANGLE,PARKING LOT,2016,CLEAR,595
ANGLE,PARKING LOT,2016,CLOUDY/OVERCAST,19
ANGLE,PARKING LOT,2016,RAIN,42
ANGLE,PARKING LOT,2016,SNOW,23
ANGLE,PARKING LOT,2016,UNKNOWN,46
ANGLE,PARKING LOT,2017,CLEAR,943
ANGLE,PARKING LOT,2017,CLOUDY/OVERCAST,19
ANGLE,PARKING LOT,2017,FOG/SMOKE/HAZE,1
ANGLE,PARKING LOT,2017,OTHER,7
ANGLE,PARKING LOT,2017,RAIN,57
ANGLE,PARKING LOT,2017,SNOW,12
ANGLE,PARKING LOT,2017,UNKNOWN,32
ANGLE,PARKING LOT,2018,CLEAR,1221
ANGLE,PARKING LOT,2018,CLOUDY/OVERCAST,40
ANGLE,PARKING LOT,2018,OTHER,2
ANGLE,PARKING LOT,2018,RAIN,87
ANGLE,PARKING LOT,2018,SLEET/HAIL,1
ANGLE,PARKING LOT,2018,SNOW,38
ANGLE,PARKING LOT,2018,UNKNOWN,30
ANGLE,PARKING LOT,2019,CLEAR,800
ANGLE,PARKING LOT,2019,CLOUDY/OVERCAST,26
ANGLE,PARKING LOT,2019,FOG/SMOKE/HAZE,1
ANGLE,PARKING LOT,2019,OTHER,6
ANGLE,PARKING LOT,2019,RAIN,62
ANGLE,PARKING LOT,2019,SEVERE CROSS WIND GATE,1
ANGLE,PARKING LOT,2019,SLEET/HAIL,2
ANGLE,PARKING LOT,2019,SNOW,39
ANGLE,PARKING LOT,2019,UNKNOWN,21
ANGLE,PARKING LOT,2020,BLOWING SNOW,1
ANGLE,PARKING LOT,2020,CLEAR,470
ANGLE,PARKING LOT,2020,CLOUDY/OVERCAST,18
ANGLE,PARKING LOT,2020,FREEZING RAIN/DRIZZLE,3
ANGLE,PARKING LOT,2020,OTHER,1
ANGLE,PARKING LOT,2020,RAIN,32
ANGLE,PARKING LOT,2020,SNOW,11
ANGLE,PARKING LOT,2020,UNKNOWN,18
ANGLE,PARKING LOT,2021,CLEAR,507
ANGLE,PARKING LOT,2021,CLOUDY/OVERCAST,16
ANGLE,PARKING LOT,2021,OTHER,3
ANGLE,PARKING LOT,2021,RAIN,33
ANGLE,PARKING LOT,2021,SLEET/HAIL,1
ANGLE,PARKING LOT,2021,SNOW,23
ANGLE,PARKING LOT,2021,UNKNOWN,24
ANGLE,PARKING LOT,2022,CLEAR,483
ANGLE,PARKING LOT,2022,CLOUDY/OVERCAST,11
ANGLE,PARKING LOT,2022,FREEZING RAIN/DRIZZLE,3
ANGLE,PARKING LOT,2022,OTHER,3
ANGLE,PARKING LOT,2022,RAIN,30
ANGLE,PARKING LOT,2022,SNOW,13
ANGLE,PARKING LOT,2022,UNKNOWN,43
ANGLE,PARKING LOT,2023,CLEAR,368
ANGLE,PARKING LOT,2023,CLOUDY/OVERCAST,15
ANGLE,PARKING LOT,2023,FREEZING RAIN/DRIZZLE,1
ANGLE,PARKING LOT,2023,RAIN,32
ANGLE,PARKING LOT,2023,SNOW,1
ANGLE,PARKING LOT,2023,UNKNOWN,40
ANGLE,RAMP,2015,CLEAR,2
ANGLE,RAMP,2016,CLEAR,4
ANGLE,RAMP,2016,RAIN,1
ANGLE,RAMP,2017,CLEAR,7
ANGLE,RAMP,2017,RAIN,1
ANGLE,RAMP,2017,UNKNOWN,1
ANGLE,RAMP,2018,CLEAR,10
ANGLE,RAMP,2018,CLOUDY/OVERCAST,1
ANGLE,RAMP,2018,OTHER,1
ANGLE,RAMP,2018,RAIN,2
ANGLE,RAMP,2018,SNOW,1
ANGLE,RAMP,2019,CLEAR,5
ANGLE,RAMP,2019,RAIN,2
ANGLE,RAMP,2019,SNOW,2
ANGLE,RAMP,2020,CLEAR,10
ANGLE,RAMP,2020,RAIN,2
ANGLE,RAMP,2021,CLEAR,11
ANGLE,RAMP,2021,RAIN,1
ANGLE,RAMP,2022,CLEAR,7
ANGLE,RAMP,2022,SNOW,2
ANGLE,RAMP,2023,CLEAR,6
ANGLE,RAMP,2023,RAIN,1
ANGLE,ROUNDABOUT,2019,CLEAR,3
ANGLE,ROUNDABOUT,2020,CLEAR,3
ANGLE,ROUNDABOUT,2021,CLEAR,3
ANGLE,ROUNDABOUT,2021,CLOUDY/OVERCAST,1
ANGLE,ROUNDABOUT,2021,RAIN,1
ANGLE,ROUNDABOUT,2021,SNOW,1
ANGLE,ROUNDABOUT,2022,CLEAR,1
ANGLE,ROUNDABOUT,2022,RAIN,2
ANGLE,ROUNDABOUT,2022,UNKNOWN,1
ANGLE,ROUNDABOUT,2023,CLEAR,3
ANGLE,ROUNDABOUT,2023,SNOW,3
ANGLE,ROUNDABOUT,2023,UNKNOWN,1
ANGLE,T-INTERSECTION,2019,CLEAR,226
ANGLE,T-INTERSECTION,2019,CLOUDY/OVERCAST,8
ANGLE,T-INTERSECTION,2019,FOG/SMOKE/HAZE,2
ANGLE,T-INTERSECTION,2019,FREEZING RAIN/DRIZZLE,2
ANGLE,T-INTERSECTION,2019,OTHER,1
ANGLE,T-INTERSECTION,2019,RAIN,29
ANGLE,T-INTERSECTION,2019,SNOW,5
ANGLE,T-INTERSECTION,2019,UNKNOWN,5
ANGLE,T-INTERSECTION,2020,CLEAR,375
ANGLE,T-INTERSECTION,2020,CLOUDY/OVERCAST,7
ANGLE,T-INTERSECTION,2020,FREEZING RAIN/DRIZZLE,3
ANGLE,T-INTERSECTION,2020,RAIN,55
ANGLE,T-INTERSECTION,2020,SNOW,12
ANGLE,T-INTERSECTION,2020,UNKNOWN,7
ANGLE,T-INTERSECTION,2021,CLEAR,419
ANGLE,T-INTERSECTION,2021,CLOUDY/OVERCAST,12
ANGLE,T-INTERSECTION,2021,FREEZING RAIN/DRIZZLE,5
ANGLE,T-INTERSECTION,2021,OTHER,1
ANGLE,T-INTERSECTION,2021,RAIN,50
ANGLE,T-INTERSECTION,2021,SNOW,23
ANGLE,T-INTERSECTION,2021,UNKNOWN,16
ANGLE,T-INTERSECTION,2022,CLEAR,370
ANGLE,T-INTERSECTION,2022,CLOUDY/OVERCAST,12
ANGLE,T-INTERSECTION,2022,FREEZING RAIN/DRIZZLE,2
ANGLE,T-INTERSECTION,2022,OTHER,1
ANGLE,T-INTERSECTION,2022,RAIN,34
ANGLE,T-INTERSECTION,2022,SLEET/HAIL,1
ANGLE,T-INTERSECTION,2022,SNOW,17
ANGLE,T-INTERSECTION,2022,UNKNOWN,24
ANGLE,T-INTERSECTION,2023,CLEAR,345
ANGLE,T-INTERSECTION,2023,CLOUDY/OVERCAST,19
ANGLE,T-INTERSECTION,2023,FOG/SMOKE/HAZE,1
ANGLE,T-INTERSECTION,2023,FREEZING RAIN/DRIZZLE,1
ANGLE,T-INTERSECTION,2023,OTHER,1
ANGLE,T-INTERSECTION,2023,RAIN,54
ANGLE,T-INTERSECTION,2023,SNOW,11
ANGLE,T-INTERSECTION,2023,UNKNOWN,18
ANGLE,TRAFFIC ROUTE,2019,CLEAR,35
ANGLE,TRAFFIC ROUTE,2019,CLOUDY/OVERCAST,1
ANGLE,TRAFFIC ROUTE,2019,RAIN,9
ANGLE,TRAFFIC ROUTE,2019,SNOW,1
ANGLE,TRAFFIC ROUTE,2019,UNKNOWN,1
ANGLE,TRAFFIC ROUTE,2020,CLEAR,43
ANGLE,TRAFFIC ROUTE,2020,FOG/SMOKE/HAZE,1
ANGLE,TRAFFIC ROUTE,2020,RAIN,10
ANGLE,TRAFFIC ROUTE,2020,SNOW,1
ANGLE,TRAFFIC ROUTE,2021,CLEAR,64
ANGLE,TRAFFIC ROUTE,2021,CLOUDY/OVERCAST,2
ANGLE,TRAFFIC ROUTE,2021,RAIN,4
ANGLE,TRAFFIC ROUTE,2021,SNOW,1
ANGLE,TRAFFIC ROUTE,2022,CLEAR,65
ANGLE,TRAFFIC ROUTE,2022,CLOUDY/OVERCAST,2
ANGLE,TRAFFIC ROUTE,2022,RAIN,4
ANGLE,TRAFFIC ROUTE,2022,SNOW,3
ANGLE,TRAFFIC ROUTE,2023,CLEAR,36
ANGLE,TRAFFIC ROUTE,2023,CLOUDY/OVERCAST,2
ANGLE,TRAFFIC ROUTE,2023,RAIN,8
ANGLE,TRAFFIC ROUTE,2023,SNOW,1
ANGLE,TRAFFIC ROUTE,2023,UNKNOWN,1
ANGLE,UNKNOWN,2015,CLEAR,7
ANGLE,UNKNOWN,2015,RAIN,2
ANGLE,UNKNOWN,2015,UNKNOWN,23
ANGLE,UNKNOWN,2016,CLEAR,32
ANGLE,UNKNOWN,2016,CLOUDY/OVERCAST,3
ANGLE,UNKNOWN,2016,OTHER,1
ANGLE,UNKNOWN,2016,RAIN,3
ANGLE,UNKNOWN,2016,SEVERE CROSS WIND GATE,1
ANGLE,UNKNOWN,2016,SNOW,2
ANGLE,UNKNOWN,2016,UNKNOWN,28
ANGLE,UNKNOWN,2017,CLEAR,71
ANGLE,UNKNOWN,2017,RAIN,13
ANGLE,UNKNOWN,2017,SNOW,1
ANGLE,UNKNOWN,2017,UNKNOWN,34
ANGLE,UNKNOWN,2018,CLEAR,55
ANGLE,UNKNOWN,2018,CLOUDY/OVERCAST,1
ANGLE,UNKNOWN,2018,RAIN,3
ANGLE,UNKNOWN,2018,SNOW,4
ANGLE,UNKNOWN,2018,UNKNOWN,37
ANGLE,UNKNOWN,2019,CLEAR,34
ANGLE,UNKNOWN,2019,CLOUDY/OVERCAST,2
ANGLE,UNKNOWN,2019,OTHER,1
ANGLE,UNKNOWN,2019,RAIN,7
ANGLE,UNKNOWN,2019,SNOW,2
ANGLE,UNKNOWN,2019,UNKNOWN,34
ANGLE,UNKNOWN,2020,CLEAR,27
ANGLE,UNKNOWN,2020,RAIN,6
ANGLE,UNKNOWN,2020,SNOW,2
ANGLE,UNKNOWN,2020,UNKNOWN,26
ANGLE,UNKNOWN,2021,CLEAR,49
ANGLE,UNKNOWN,2021,CLOUDY/OVERCAST,1
ANGLE,UNKNOWN,2021,RAIN,4
ANGLE,UNKNOWN,2021,SNOW,1
ANGLE,UNKNOWN,2021,UNKNOWN,35
ANGLE,UNKNOWN,2022,CLEAR,44
ANGLE,UNKNOWN,2022,CLOUDY/OVERCAST,1
ANGLE,UNKNOWN,2022,RAIN,2
ANGLE,UNKNOWN,2022,SNOW,4
ANGLE,UNKNOWN,2022,UNKNOWN,26
ANGLE,UNKNOWN,2023,CLEAR,36
ANGLE,UNKNOWN,2023,CLOUDY/OVERCAST,2
ANGLE,UNKNOWN,2023,RAIN,5
ANGLE,UNKNOWN,2023,UNKNOWN,57
ANGLE,UNKNOWN INTERSECTION TYPE,2019,CLEAR,111
ANGLE,UNKNOWN INTERSECTION TYPE,2019,CLOUDY/OVERCAST,5
ANGLE,UNKNOWN INTERSECTION TYPE,2019,RAIN,15
ANGLE,UNKNOWN INTERSECTION TYPE,2019,SNOW,2
ANGLE,UNKNOWN INTERSECTION TYPE,2019,UNKNOWN,9
ANGLE,UNKNOWN INTERSECTION TYPE,2020,CLEAR,145
ANGLE,UNKNOWN INTERSECTION TYPE,2020,CLOUDY/OVERCAST,5
ANGLE,UNKNOWN INTERSECTION TYPE,2020,FREEZING RAIN/DRIZZLE,1
ANGLE,UNKNOWN INTERSECTION TYPE,2020,RAIN,5
ANGLE,UNKNOWN INTERSECTION TYPE,2020,SNOW,5
ANGLE,UNKNOWN INTERSECTION TYPE,2021,CLEAR,120
ANGLE,UNKNOWN INTERSECTION TYPE,2021,CLOUDY/OVERCAST,4
ANGLE,UNKNOWN INTERSECTION TYPE,2021,RAIN,17
ANGLE,UNKNOWN INTERSECTION TYPE,2021,SNOW,6
ANGLE,UNKNOWN INTERSECTION TYPE,2021,UNKNOWN,11
ANGLE,UNKNOWN INTERSECTION TYPE,2022,CLEAR,123
ANGLE,UNKNOWN INTERSECTION TYPE,2022,CLOUDY/OVERCAST,5
ANGLE,UNKNOWN INTERSECTION TYPE,2022,RAIN,8
ANGLE,UNKNOWN INTERSECTION TYPE,2022,SNOW,13
ANGLE,UNKNOWN INTERSECTION TYPE,2022,UNKNOWN,17
ANGLE,UNKNOWN INTERSECTION TYPE,2023,CLEAR,74
ANGLE,UNKNOWN INTERSECTION TYPE,2023,CLOUDY/OVERCAST,2
ANGLE,UNKNOWN INTERSECTION TYPE,2023,FOG/SMOKE/HAZE,1
ANGLE,UNKNOWN INTERSECTION TYPE,2023,FREEZING RAIN/DRIZZLE,1
ANGLE,UNKNOWN INTERSECTION TYPE,2023,OTHER,1
ANGLE,UNKNOWN INTERSECTION TYPE,2023,RAIN,16
ANGLE,UNKNOWN INTERSECTION TYPE,2023,SNOW,2
ANGLE,UNKNOWN INTERSECTION TYPE,2023,UNKNOWN,11
ANGLE,Y-INTERSECTION,2019,CLEAR,19
ANGLE,Y-INTERSECTION,2019,RAIN,3
ANGLE,Y-INTERSECTION,2020,CLEAR,29
ANGLE,Y-INTERSECTION,2020,CLOUDY/OVERCAST,1
ANGLE,Y-INTERSECTION,2020,RAIN,5
ANGLE,Y-INTERSECTION,2020,SNOW,1
ANGLE,Y-INTERSECTION,2021,CLEAR,28
ANGLE,Y-INTERSECTION,2021,CLOUDY/OVERCAST,3
ANGLE,Y-INTERSECTION,2021,OTHER,1
ANGLE,Y-INTERSECTION,2021,RAIN,6
ANGLE,Y-INTERSECTION,2021,SNOW,1
ANGLE,Y-INTERSECTION,2021,UNKNOWN,1
ANGLE,Y-INTERSECTION,2022,CLEAR,27
ANGLE,Y-INTERSECTION,2022,CLOUDY/OVERCAST,1
ANGLE,Y-INTERSECTION,2022,RAIN,3
ANGLE,Y-INTERSECTION,2022,SNOW,2
ANGLE,Y-INTERSECTION,2022,UNKNOWN,1
ANGLE,Y-INTERSECTION,2023,CLEAR,20
ANGLE,Y-INTERSECTION,2023,RAIN,4
ANGLE,Y-INTERSECTION,2023,UNKNOWN,3
ANIMAL,ALLEY,2015,RAIN,1
ANIMAL,ALLEY,2017,CLEAR,1
ANIMAL,ALLEY,2017,RAIN,1
ANIMAL,ALLEY,2019,CLEAR,1
ANIMAL,ALLEY,2020,CLEAR,4
ANIMAL,ALLEY,2020,UNKNOWN,1
ANIMAL,ALLEY,2021,CLEAR,3
ANIMAL,ALLEY,2021,UNKNOWN,2
ANIMAL,ALLEY,2022,CLEAR,2
ANIMAL,CENTER TURN LANE,2021,CLEAR,1
ANIMAL,CENTER TURN LANE,2023,CLEAR,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2015,CLEAR,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2016,CLEAR,2
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2016,SNOW,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2017,CLEAR,9
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2018,CLEAR,17
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2018,RAIN,2
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2019,CLEAR,14
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2019,CLOUDY/OVERCAST,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2019,UNKNOWN,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2020,CLEAR,9
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2020,RAIN,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2020,UNKNOWN,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2021,CLEAR,7
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2021,RAIN,2
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2022,CLEAR,13
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLEAR,5
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLOUDY/OVERCAST,1
ANIMAL,DIVIDED - W/MEDIAN (NOT RAISED),2023,RAIN,1
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2016,CLEAR,1
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2017,CLEAR,7
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2018,CLEAR,4
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2019,CLEAR,6
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2020,CLEAR,5
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2021,CLEAR,5
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2022,CLEAR,4
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2022,RAIN,2
ANIMAL,DIVIDED - W/MEDIAN BARRIER,2023,CLEAR,5
ANIMAL,DRIVEWAY,2015,UNKNOWN,1
ANIMAL,DRIVEWAY,2020,CLEAR,1
ANIMAL,DRIVEWAY,2022,RAIN,1
ANIMAL,FOUR WAY,2019,CLEAR,1
ANIMAL,FOUR WAY,2019,RAIN,1
ANIMAL,FOUR WAY,2020,CLEAR,3
ANIMAL,FOUR WAY,2021,CLEAR,7
ANIMAL,FOUR WAY,2021,CLOUDY/OVERCAST,1
ANIMAL,FOUR WAY,2022,CLEAR,1
ANIMAL,FOUR WAY,2023,CLEAR,2
ANIMAL,FOUR WAY,2023,CLOUDY/OVERCAST,1
ANIMAL,NOT DIVIDED,2015,CLEAR,3
ANIMAL,NOT DIVIDED,2015,UNKNOWN,1
ANIMAL,NOT DIVIDED,2016,CLEAR,9
ANIMAL,NOT DIVIDED,2016,UNKNOWN,1
ANIMAL,NOT DIVIDED,2017,CLEAR,24
ANIMAL,NOT DIVIDED,2017,FOG/SMOKE/HAZE,1
ANIMAL,NOT DIVIDED,2017,RAIN,2
ANIMAL,NOT DIVIDED,2017,UNKNOWN,1
ANIMAL,NOT DIVIDED,2018,CLEAR,34
ANIMAL,NOT DIVIDED,2018,CLOUDY/OVERCAST,5
ANIMAL,NOT DIVIDED,2018,UNKNOWN,2
ANIMAL,NOT DIVIDED,2019,CLEAR,25
ANIMAL,NOT DIVIDED,2019,CLOUDY/OVERCAST,1
ANIMAL,NOT DIVIDED,2019,RAIN,3
ANIMAL,NOT DIVIDED,2019,SNOW,3
ANIMAL,NOT DIVIDED,2019,UNKNOWN,2
ANIMAL,NOT DIVIDED,2020,CLEAR,34
ANIMAL,NOT DIVIDED,2020,CLOUDY/OVERCAST,1
ANIMAL,NOT DIVIDED,2020,RAIN,1
ANIMAL,NOT DIVIDED,2020,UNKNOWN,1
ANIMAL,NOT DIVIDED,2021,CLEAR,32
ANIMAL,NOT DIVIDED,2021,RAIN,2
ANIMAL,NOT DIVIDED,2021,SNOW,2
ANIMAL,NOT DIVIDED,2022,CLEAR,31
ANIMAL,NOT DIVIDED,2022,CLOUDY/OVERCAST,1
